place_id,name,main_category,sub_category,kakao_category,address_road,address_jibun,lat,lon,region,region_depth_2,phone
P_0047,별내린전망대주차장,관광지,교통시설>주차장,,,제주특별자치도 서귀포시 색달동 2947,33.246781479806202,126.417560120058,남부,서귀포시,
P_0048,블룸호텔,관광지,숙박>호텔,,제주특별자치도 서귀포시 중문관광로72번길 53,제주특별자치도 서귀포시 색달동 2812-2,33.249866976777099,126.408175645734,남부,서귀포시,
P_0049,사라오름,관광지,여행,"여행 > 관광,명소 > 오름",제주 서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산 2-1,33.371935200000003,126.57087559999999,남부,서귀포시,064-710-7826
P_0050,사우스쇼어,관광지,"음식점>카페,디저트",,,제주특별자치도 서귀포시 하원동 1633,33.243469444055499,126.45518083706899,남부,서귀포시,
P_0051,산짓물물놀이장,관광지,여가,,제주특별자치도 서귀포시 중산간동로 7971,제주특별자치도 서귀포시 동홍동 1288,33.26430131,126.5647208,남부,서귀포시,
P_0052,새연교,관광지,여행,"교통,수송 > 도로시설 > 교량,다리",제주 서귀포시,제주특별자치도 서귀포시 서홍동 707-4,33.238443500000002,126.559029,남부,서귀포시,064-760-2654
P_0053,색달생수천 생태문화공원,관광지,여행,여행 > 공원,제주 서귀포시 색달로 25,제주특별자치도 서귀포시 색달동 2137-6,33.260418999999999,126.4062137,남부,서귀포시,064-738-9360
P_0054,색달포레스트,관광지,"자연명소>휴양림,산림욕장",,제주특별자치도 서귀포시 산록남로1241번길 196-16,제주특별자치도 서귀포시 색달동 산 3,33.312720985077902,126.426466987349,남부,서귀포시,
P_0055,생수천생태문화공원 물놀이장,관광지,여가,"스포츠,레저 > 수영,수상 > 수영장 > 어린이수영장",제주 서귀포시,제주특별자치도 서귀포시 색달동 2055,33.260832600000001,126.40589249999999,남부,서귀포시,
P_0056,서건도,관광지,여행,"여행 > 관광,명소 > 섬",제주 서귀포시,제주특별자치도 서귀포시 강정동 산 1,33.229858299999997,126.49834060000001,남부,서귀포시,
P_0057,서귀포자연휴양림,관광지,여행,"여행 > 관광,명소 > 자연휴양림",제주특별자치도 서귀포시 1100로 882,제주특별자치도 서귀포시 대포동 산 1-8,33.311501900000003,126.4587547,남부,서귀포시,064-738-4544
P_0058,서귀포잠수함,관광지,"레저,테마>잠수함",,제주특별자치도 서귀포시 남성중로 40,제주특별자치도 서귀포시 서홍동 707-5,33.239416037586402,126.558476432421,남부,서귀포시,
P_0059,세계조가비박물관,관광지,"여행,명소>박물관",,제주특별자치도 서귀포시 태평로 284,제주특별자치도 서귀포시 서홍동 557-1,33.247539053165902,126.551683118452,남부,서귀포시,
P_0060,세븐일레븐 서귀포라마다점,관광지,마트/편의점,,제주특별자치도 서귀포시 서호중로 55,제주특별자치도 서귀포시 서호동 1524-7,33.254477000000001,126.519265,남부,서귀포시,
P_0061,소모소,관광지,쇼핑,"가정,생활 > 패션 > 의류판매",제주특별자치도 서귀포시 태평로449번길 11,제주특별자치도 서귀포시 서귀동 197-1,33.247606500000003,126.56757279999999,남부,서귀포시,
P_0062,소정방폭포,관광지,"여행,명소>폭포",,,제주특별자치도 서귀포시 토평동,33.282020171984399,126.58515634536499,남부,서귀포시,
P_0063,소천지,관광지,여행,"여행 > 관광,명소",제주 서귀포시,제주특별자치도 서귀포시 보목동 1400,33.239570899999997,126.5920947,남부,서귀포시,
P_0064,속골유원지,관광지,여행,"여행 > 관광,명소 > 유원지",제주 서귀포시,제주특별자치도 서귀포시 서호동 85,33.241356799999998,126.52668319999999,남부,서귀포시,
P_0065,솜반천,관광지,지도정보,부동산 > 지명,제주 서귀포시 중산간동로 8070,제주특별자치도 서귀포시 서홍동,33.2531988,126.5530638,남부,서귀포시,
P_0066,송악산,관광지,"여행,명소>산",,제주특별자치도 서귀포시 대정읍 송악관광로 421-1,제주특별자치도 서귀포시 대정읍 상모리 131,33.207742761829799,126.29090461885799,남부,서귀포시,
P_0067,송악산둘레길,관광지,"여행,명소>도보코스",,,제주특별자치도 서귀포시 대정읍 상모리 245,33.196156921118202,126.291359305265,남부,서귀포시,
P_0068,송악산산방산해안도로,관광지,"여행,명소>거리,골목",,,제주특별자치도 서귀포시 대정읍 상모리 196-1,33.2021797883801,126.29260311677101,남부,서귀포시,
P_0069,쇠소깍다리 스탬프찍는곳,관광지,"여행,명소>거리,골목",,,제주특별자치도 서귀포시 하효동,33.256610352704499,126.618338420041,남부,서귀포시,
P_0070,숲으로,관광지,"여행,명소>체험여행",,제주특별자치도 서귀포시 대정읍 추사로38번길 214,제주특별자치도 서귀포시 대정읍 안성리 1985,33.268248476482498,126.27825530919399,남부,서귀포시,
P_0071,신도포구,관광지,교통,"교통,수송 > 교통시설 > 항구,포구",제주 서귀포시,제주특별자치도 서귀포시 대정읍 신도리,33.277061500000002,126.1699534,남부,서귀포시,
P_0072,아프리카박물관,관광지,"여행,명소>박물관",,제주특별자치도 서귀포시 이어도로 49,제주특별자치도 서귀포시 대포동 1833,33.239893115402602,126.42902151162799,남부,서귀포시,
P_0073,액트몬 제주점,관광지,"여행,명소>테마파크",,제주특별자치도 서귀포시 중문관광로 205,제주특별자치도 서귀포시 중문동 2565,33.243686288048501,126.421518205251,남부,서귀포시,
P_0074,엉덩물계곡,관광지,여행,"여행 > 관광,명소 > 계곡",제주특별자치도 서귀포시 중문관광로110번길 15,제주특별자치도 서귀포시 색달동 2864-36,33.248190200000003,126.4132558,남부,서귀포시,
P_0075,엉또폭포,관광지,여행,"교통,수송 > 교통시설 > 주차장",제주 서귀포시,제주특별자치도 서귀포시 강정동 1561-1,33.267650000000003,126.4984,남부,서귀포시,
P_0076,엉터리공화국,관광지,"문화,예술>미술관",,제주특별자치도 서귀포시 남원읍 태수로 711,제주특별자치도 서귀포시 남원읍 수망리 685,33.338516598839703,126.708822729395,남부,서귀포시,
P_0077,영락리방파제,관광지,교통,"여행 > 관광,명소 > 방조제",제주 서귀포시,제주특별자치도 서귀포시 대정읍 무릉리 3783-3,33.253054900000002,126.1940014,남부,서귀포시,
P_0078,오름건설,관광지,건설업>종합건설업,,제주특별자치도 서귀포시 천제연로 278,제주특별자치도 서귀포시 중문동 1883-2,33.250947194012099,126.434307848364,남부,서귀포시,
P_0079,오션클라우드하우스,관광지,"서비스,산업>임대업",,제주특별자치도 서귀포시 천제연로178번길 24,제주특별자치도 서귀포시 중문동 2330-6,33.249768512294501,126.423413838779,남부,서귀포시,
P_0080,오월에제주,관광지,쇼핑,"가정,생활 > 생활용품점 > 인테리어장식판매",제주특별자치도 서귀포시 대포로 77,제주특별자치도 서귀포시 대포동 1578-3,33.242960099999998,126.4322413,남부,서귀포시,0507-1340-3005
P_0081,옷귀마테마타운전망대,관광지,"기업,빌딩>부속건물",,,제주특별자치도 서귀포시 남원읍 한남리 1630,33.3404272488742,126.681711599723,남부,서귀포시,
P_0082,왈종 미술관,관광지,"문화,예술>미술관",,제주특별자치도 서귀포시 칠십리로214번길 30,제주특별자치도 서귀포시 동홍동 281-2,33.245196748751198,126.573696696287,남부,서귀포시,
P_0083,워터월드 제주,관광지,여행,"여행 > 관광,명소 > 테마파크",제주특별자치도 서귀포시 월드컵로 33,제주특별자치도 서귀포시 법환동 914,33.245345999999998,126.50870519999999,남부,서귀포시,010-4221-6430
P_0084,월평포구,관광지,여행,"교통,수송 > 교통시설 > 항구,포구",제주 서귀포시,제주특별자치도 서귀포시 강정동,33.234335100000003,126.4634068,남부,서귀포시,
P_0085,이승악,관광지,여행,"여행 > 관광,명소 > 오름",제주 서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산 2-4,33.339857000000002,126.622325,남부,서귀포시,
P_0086,이승이오름,관광지,여행,"여행 > 관광,명소 > 오름",제주 서귀포시,제주특별자치도 서귀포시 남원읍 신례리 산 2-4,33.340150800000004,126.62223760000001,남부,서귀포시,
P_0087,이정의댁,관광지,"카페,디저트>카페",,제주특별자치도 서귀포시 예래로144번길 22,제주특별자치도 서귀포시 상예동 1429,33.249693498308297,126.392024851553,남부,서귀포시,
P_0088,인생민물장어 중문점,관광지,"한식>장어,먹장어요리",,제주특별자치도 서귀포시 천제연로208번길 3,제주특별자치도 서귀포시 중문동 2035-5,33.251254390408697,126.426984641099,남부,서귀포시,
P_0089,자구리공원,관광지,여행,여행 > 공원,제주특별자치도 서귀포시 칠십리로 120-12,제주특별자치도 서귀포시 서귀동 6,33.242394500000003,126.5672941,남부,서귀포시,
P_0090,자구리공원담수욕장,관광지,여행,,제주 서귀포시,제주특별자치도 서귀포시,33.254064630000002,126.5595635,남부,서귀포시,
P_0091,장가네 해장국,관광지,한식>해장국,,제주특별자치도 서귀포시 중문상로17번길 4,제주특별자치도 서귀포시 중문동 2128-1,33.250372530443698,126.423982678719,남부,서귀포시,
P_0092,정모시쉼터,관광지,여행,"여행 > 관광,명소",제주 서귀포시 칠십리로 156-8,제주특별자치도 서귀포시 서귀동 962,33.2466802,126.5718274,남부,서귀포시,
P_0093,정방폭포,관광지,여행,"여행 > 관광,명소 > 폭포",제주 서귀포시 칠십리로214번길 37,제주특별자치도 서귀포시 서귀동,33.244881300000003,126.57158339999999,남부,서귀포시,064-733-1530
P_0094,정방폭포,관광지,"여행,명소>폭포",,제주특별자치도 서귀포시 칠십리로214번길 35,제주특별자치도 서귀포시 동홍동 278,33.2447325480342,126.573159008869,남부,서귀포시,
P_0095,제주고사리해장국 중문본점,관광지,한식>향토음식,,제주특별자치도 서귀포시 천제연로 83,제주특별자치도 서귀포시 색달동 2502-1,33.255274317740401,126.41458614234099,남부,서귀포시,
P_0096,제주숲길,관광지,"여행,명소>체험여행",,제주특별자치도 서귀포시 신중로 46,제주특별자치도 서귀포시 법환동 732,33.254587328270198,126.50990303119001,남부,서귀포시,
P_0097,제주실탄사격장,관광지,"여행,명소>레저,테마",,제주특별자치도 서귀포시 소보리당로164번길 62,제주특별자치도 서귀포시 상예동 2802,33.263864936627201,126.38543371798001,남부,서귀포시,
P_0098,제주올레길10코스,관광지,"여행,명소>도보코스",,,제주특별자치도 서귀포시 대정읍 상모리 1-7,33.214096700531101,126.29375148639799,남부,서귀포시,
P_0099,제주올레길7-1코스,관광지,"여행,명소>도보코스",,제주특별자치도 서귀포시 호근로 110,제주특별자치도 서귀포시 호근동 1883,33.260233984442202,126.52707361943099,남부,서귀포시,
P_0100,제주올레길7코스,관광지,"여행,명소>도보코스",,,제주특별자치도 서귀포시 법환동 286-3,33.237315455728101,126.51560789283801,남부,서귀포시,
P_0101,제주올레길8코스,관광지,"여행,명소>도보코스",,,제주특별자치도 서귀포시 색달동 2091-5,33.257782145129298,126.40470404437799,남부,서귀포시,
P_0102,제주유리박물관,관광지,"여행,명소>박물관",,제주특별자치도 서귀포시 중산간서로 1403,제주특별자치도 서귀포시 상예동 4303,33.278192142010496,126.37006365526,남부,서귀포시,
P_0103,제주제트,관광지,"스포츠,오락>수상,해양레저",,제주특별자치도 서귀포시 대포로 172-5,제주특별자치도 서귀포시 대포동 2184-10,33.238488263997603,126.43948150877,남부,서귀포시,
P_0104,제주추사관,관광지,"문화,예술>미술관",,제주특별자치도 서귀포시 대정읍 추사로 44,제주특별자치도 서귀포시 대정읍 안성리 1661-1,33.250164795974499,126.27828907903501,남부,서귀포시,
P_0105,제주포슬,관광지,,,제주특별자치도 서귀포시 대정읍 무영로228번길 17-7,제주특별자치도 서귀포시 대정읍 무릉리 940-4,33.281135759999998,126.2235508,남부,서귀포시,
P_0106,제주한라국수,관광지,음식점>한식,,제주특별자치도 서귀포시 대포복개로 138,제주특별자치도 서귀포시 대포동 731,33.250203383439697,126.435703342403,남부,서귀포시,
P_0107,제주해양레저,관광지,"스포츠,오락>서핑,윈드서핑",,제주특별자치도 서귀포시 중문관광로 192,제주특별자치도 서귀포시 중문동 2785-2,33.247548057367801,126.41852742277,남부,서귀포시,
P_0108,제지기오름,관광지,여행,"여행 > 관광,명소 > 오름",제주 서귀포시,제주특별자치도 서귀포시 보목동 275-1,33.241627800000003,126.6094737,남부,서귀포시,
P_0109,조안베어뮤지엄,관광지,"여행,명소>박물관",,제주특별자치도 서귀포시 대포로 113,제주특별자치도 서귀포시 대포동 1959,33.240270364773998,126.43413360002,남부,서귀포시,
P_0110,주상절리안내소 스탬프찍는곳,관광지,"여행,명소>거리,골목",,,제주특별자치도 서귀포시 중문동,33.2533312875494,126.43363928392399,남부,서귀포시,
P_0111,중문단지 축구장,관광지,여가,"스포츠,레저 > 축구 > 축구장",제주 서귀포시,제주특별자치도 서귀포시 대포동 2499,33.234764499999997,126.4330781,남부,서귀포시,064-760-3627
P_0112,중문삼계탕,관광지,"한식>백숙,삼계탕",,제주특별자치도 서귀포시 중문로5번길 13,제주특별자치도 서귀포시 중문동 2167-13,33.252940542741896,126.42194495881,남부,서귀포시,
P_0113,중문색달해수욕장,관광지,여행,"여행 > 관광,명소 > 해수욕장,해변",제주 서귀포시,제주특별자치도 서귀포시 색달동 3039,33.245177400000003,126.41149590000001,남부,서귀포시,064-738-4843
P_0114,중문색달해수욕장,관광지,"여행,명소>해수욕장,해변",,,제주특별자치도 서귀포시 색달동,33.278996310532698,126.40836408364601,남부,서귀포시,
P_0115,중문우동한그릇 서귀포본점,관광지,음식점>일식>일식당,,제주특별자치도 서귀포시 중문관광로 9,제주특별자치도 서귀포시 색달동 2314-1,33.257182739385897,126.41538268149,남부,서귀포시,
P_0116,중문통갈치조림구이 기원은갈치,관광지,"한식>해물,생선요리",,제주특별자치도 서귀포시 색달중앙로 22,제주특별자치도 서귀포시 색달동 2277-3,33.257481171801402,126.413868719174,남부,서귀포시,
P_0117,지냇물다리,관광지,지도정보,"교통,수송 > 도로시설 > 교량,다리",제주 서귀포시,제주특별자치도 서귀포시 강정동 5628,33.241891500000001,126.4929341,남부,서귀포시,
P_0118,지미호아이엔지,관광지,쇼핑,"가정,생활 > 패션 > 의류판매",제주특별자치도 서귀포시 소보리당로164번길 63,제주특별자치도 서귀포시 상예동 2804-1,33.264094399999998,126.38450469999999,남부,서귀포시,064-738-0890
P_0119,천제연폭포,관광지,여행,"여행 > 관광,명소 > 폭포",제주특별자치도 서귀포시 천제연로 132,제주특별자치도 서귀포시 중문동 2232,33.252675500000002,126.4183742,남부,서귀포시,064-760-6331
P_0120,천지연폭포,관광지,"여행,명소>폭포",,제주특별자치도 서귀포시 남성중로 2-15,제주특별자치도 서귀포시 서홍동 666-1,33.244730969500701,126.559798168615,남부,서귀포시,
P_0121,취향의섬 북앤띵즈,관광지,쇼핑,"문화,예술 > 도서 > 서점",제주특별자치도 서귀포시 속골로 66-7,제주특별자치도 서귀포시 호근동 1536,33.245701699999998,126.5313972,남부,서귀포시,010-2931-4797
P_0122,카페블루핀,관광지,"음식점>카페,디저트",,제주특별자치도 서귀포시 법환망달로 61,제주특별자치도 서귀포시 법환동 297,33.2374818923007,126.516951561368,남부,서귀포시,
P_0123,카페오놀,관광지,"음식점>카페,디저트",,제주특별자치도 서귀포시 대포로 174,제주특별자치도 서귀포시 대포동 2367-1,33.2387445664083,126.439554978505,남부,서귀포시,
P_0124,커피베이 제주회수점,관광지,"카페,디저트>카페",,제주특별자치도 서귀포시 1100로 236,제주특별자치도 서귀포시 회수동 271-3,33.2675193127779,126.446962377798,남부,서귀포시,
P_0125,쿰다 당구장 &amp; 펍,관광지,"술집>맥주,호프",,제주특별자치도 서귀포시 중문상로 74,제주특별자치도 서귀포시 중문동 1678-1,33.254685406460403,126.42733322572499,남부,서귀포시,
P_0126,큰엉해안경승지,포토스팟,여행,"여행 > 관광,명소 > 해수욕장,해변",제주특별자치도 서귀포시 남원읍 태위로 522-17,제주특별자치도 서귀포시 남원읍 남원리 2379-3,33.273236799999999,126.7033861,남부,서귀포시,
P_0127,태웃개,관광지,여행,"여행 > 관광,명소",제주 서귀포시 태위로398번길 57,제주특별자치도 서귀포시 남원읍 위미리 69,33.270677999999997,126.6909048,남부,서귀포시,
P_0128,테디베어뮤지엄,관광지,"여행,명소>테마파크",,제주특별자치도 서귀포시 중문관광로110번길 31,제주특별자치도 서귀포시 색달동 2889,33.24998058856,126.41215038078199,남부,서귀포시,
P_0129,표선소금막해변,관광지,여행,,제주 서귀포시,제주특별자치도 서귀포시,33.254064630000002,126.5595635,남부,서귀포시,
P_0130,플레이커피랩 중문점,관광지,"음식점>카페,디저트",,제주특별자치도 서귀포시 천제연로 177,제주특별자치도 서귀포시 중문동 2088-1,33.252068376064599,126.423765196321,남부,서귀포시,
P_0131,하모방파제,관광지,교통,"교통,수송 > 교통시설 > 선착장,항만시설 > 방파제",제주 서귀포시,제주특별자치도 서귀포시 대정읍 상모리,33.199160399999997,126.2764609,남부,서귀포시,
P_0132,하모해수욕장,관광지,여행,"여행 > 관광,명소 > 해수욕장,해변",제주 서귀포시,제주특별자치도 서귀포시 대정읍 하모리,33.211009900000001,126.2615749,남부,서귀포시,064-760-4083
P_0133,한라산전망대,관광지,"여행,명소>전망대",,,제주특별자치도 서귀포시 색달동 2937,33.248690608041002,126.416240263947,남부,서귀포시,
P_0134,허그인 제주,관광지,"음식점>카페,디저트",,제주특별자치도 서귀포시 보목포로 78,제주특별자치도 서귀포시 보목동 274-9,33.240401239416599,126.60956292739,남부,서귀포시,
P_0135,홍마트 모슬포점,관광지,마트/편의점,"가정,생활 > 슈퍼마켓 > 대형슈퍼",제주특별자치도 서귀포시 대정읍 최남단해안로 13,제주특별자치도 서귀포시 대정읍 하모리 2143-3,33.2193872,126.2523712,남부,서귀포시,064-792-0100
P_0136,홍쉐프의중국집,관광지,중식>중식당,,제주특별자치도 서귀포시 이어도로 685-1,제주특별자치도 서귀포시 강정동 2628-1,33.234846327443101,126.48899014270199,남부,서귀포시,
P_0137,황우치해안,관광지,여행,,제주 서귀포시,제주특별자치도 서귀포시,33.254064630000002,126.5595635,남부,서귀포시,
P_0138,효명사,관광지,생활/문화,"문화,예술 > 종교 > 불교 > 절,사찰",제주특별자치도 서귀포시 남원읍 516로 815-41,제주특별자치도 서귀포시 남원읍 하례리 산 45,33.323289699999997,126.5941636,남부,서귀포시,
P_0139,휘베이글,관광지,,,제주특별자치도 서귀포시 중정로5번길 21,제주특별자치도 서귀포시 서귀동 322-8,33.249013499999997,126.5582615,남부,서귀포시,
P_0140,히든벨류,관광지,,,제주특별자치도 서귀포시 대정읍 비행장로 5,제주특별자치도 서귀포시 대정읍 하모리 837-1,33.220761549999999,126.25413760000001,남부,서귀포시,
P_0141,JW 메리어트 제주 리조트 &amp; 스파,숙소,숙박>호텔,,제주특별자치도 서귀포시 태평로 152,제주특별자치도 서귀포시 호근동 2163,33.243299839999999,126.5380292,남부,서귀포시,
P_0142,a tiny little peace,숙소,숙박,여행 > 숙박 > 게스트하우스,제주특별자치도 서귀포시 대정읍 보성상로 11-38,제주특별자치도 서귀포시 대정읍 보성리 1561-1,33.252191099999997,126.27138290000001,남부,서귀포시,
P_0143,"감성숙소, 미들도어",숙소,숙박>펜션,,제주특별자치도 서귀포시 중문상로 207-13,제주특별자치도 서귀포시 중문동 944,33.265153390000002,126.4277199,남부,서귀포시,
